Time,Voltage,Force
4.764,1.4327,2.958
4.800,1.5034,1.449
4.822,1.4597,2.387
4.858,1.4907,1.724
4.895,1.4972,1.584
4.925,1.4895,1.748
4.949,1.4409,2.784
4.979,1.5042,1.433
5.002,1.4740,2.080
5.034,1.4824,1.901
5.056,1.5043,1.430
5.078,1.4893,1.754
5.116,1.4932,1.670
5.141,1.4948,1.635
5.167,1.4450,2.697
5.192,1.4254,3.110
5.226,1.4295,3.023
5.251,1.4778,2.000
5.283,1.4295,3.023
5.313,1.4438,2.723
5.336,1.4907,1.724
5.369,1.4245,3.128
5.393,1.4602,2.376
5.415,1.4992,1.541
5.452,1.4264,3.089
5.474,1.4742,2.078
5.502,1.5040,1.436
5.537,1.5024,1.471
5.563,1.4609,2.360
5.586,1.4254,3.110
5.609,1.4525,2.538
5.651,1.4613,2.352
5.679,1.4992,1.541
5.704,1.4807,1.939
5.748,1.4328,2.955
5.783,1.4657,2.259
5.806,1.4268,3.081
5.836,1.4985,1.554
5.864,1.4518,2.554
5.886,1.4243,3.133
5.919,1.4860,1.823
5.951,1.4720,2.123
5.973,1.5040,1.436
6.004,1.4702,2.163
6.037,1.4853,1.839
6.064,1.4257,3.105
6.097,1.4972,1.584
6.121,1.4492,2.609
6.143,1.4907,1.724
6.175,1.4662,2.248
6.209,1.4743,2.075
6.237,1.4303,3.008
6.266,1.4379,2.847
6.292,1.4868,1.807
6.314,1.4449,2.699
6.345,1.4517,2.557
6.373,1.4982,1.562
6.396,1.4892,1.756
6.426,1.4390,2.823
6.462,1.4347,2.916
6.517,1.4832,1.885
6.556,1.4887,1.767
6.599,1.4502,2.588
6.635,1.4992,1.541
6.659,1.4869,1.805
6.688,1.4379,2.847
6.712,1.4288,3.039
6.742,1.4705,2.155
6.771,1.4850,1.845
6.800,1.5044,1.428
6.822,1.4547,2.493
6.855,1.4970,1.587
6.884,1.4202,3.220
6.906,1.4512,2.567
6.940,1.5238,1.007
6.979,1.5225,1.034
7.002,1.4834,1.880
7.068,1.4004,3.632
7.092,1.4350,2.908
7.122,1.4195,3.233
7.154,1.4828,1.893
7.176,1.4378,2.850
7.207,1.3994,3.652
7.243,1.3998,3.645
7.271,1.4162,3.304
7.301,1.4453,2.691
7.331,1.4968,1.592
7.353,1.4505,2.580
7.386,1.4378,2.850
7.418,1.5085,1.338
7.440,1.4782,1.992
7.471,1.4802,1.949
7.510,1.4884,1.772
7.536,1.5110,1.284
7.587,1.4164,3.298
7.614,1.4562,2.461
7.647,1.4664,2.243
7.683,1.4292,3.031
7.705,1.4239,3.141
7.739,1.4662,2.248
7.768,1.4213,3.196
7.790,1.4412,2.779
7.821,1.4483,2.628
7.850,1.4177,3.272
7.872,1.4582,2.419
7.903,1.4387,2.831
7.930,1.4273,3.071
7.952,1.4767,2.024
7.984,1.5050,1.414
8.010,1.4407,2.789
8.034,1.4893,1.754
8.065,1.4223,3.175
8.122,1.4432,2.736
8.153,1.5033,1.452
8.175,1.4733,2.096
8.207,1.4330,2.950
8.244,1.5089,1.330
8.269,1.4567,2.450
8.293,1.5095,1.317
8.317,1.5169,1.157
8.343,1.4657,2.259
8.372,1.5200,1.089
8.399,1.5027,1.465
8.428,1.4929,1.676
8.460,1.5245,0.991
8.518,1.5065,1.382
8.563,1.4650,2.272
8.602,1.4617,2.344
8.641,1.4518,2.554
8.663,1.4408,2.786
8.696,1.4904,1.729
8.729,1.5055,1.403
8.751,1.4544,2.498
8.787,1.4633,2.310
8.824,1.4658,2.256
8.848,1.4335,2.939
8.879,1.5089,1.330
8.911,1.4895,1.748
8.939,1.5257,0.966
8.978,1.5270,0.936
9.005,1.4355,2.897
9.028,1.3985,3.671
9.061,1.3728,4.202
9.093,1.4158,3.311
9.116,1.4617,2.344
9.143,1.3719,4.220
9.179,1.4642,2.291
9.221,1.4699,2.168
9.264,1.4580,2.421
9.287,1.4164,3.298
9.318,1.5014,1.492
9.350,1.4602,2.376
9.372,1.5057,1.400
9.403,1.4250,3.118
9.449,1.4280,3.055
9.481,1.4635,2.304
9.503,1.4253,3.112
9.537,1.4949,1.633
9.575,1.4909,1.719
9.627,1.4248,3.123
9.692,1.4784,1.987
9.732,1.4858,1.829
9.759,1.5020,1.479
9.795,1.4973,1.581
9.843,1.4912,1.713
9.873,1.4679,2.211
9.909,1.4748,2.064
9.941,1.5102,1.303
9.964,1.4383,2.839
10.000,1.4602,2.376
10.028,1.4267,3.084
10.055,1.4945,1.641
10.083,1.4495,2.602
10.105,1.4360,2.887
10.138,1.4819,1.912
10.175,1.4728,2.107
10.225,1.4404,2.794
10.261,1.4583,2.416
10.287,1.4269,3.078
10.354,1.4924,1.686
10.381,1.4464,2.668
10.440,1.4694,2.179
10.482,1.4625,2.326
10.556,1.4920,1.694
10.596,1.4948,1.635
10.639,1.4409,2.784
10.662,1.4742,2.078
10.690,1.4783,1.990
10.719,1.4345,2.918
10.742,1.4608,2.363
10.777,1.4545,2.496
10.808,1.4327,2.958
10.830,1.4612,2.355
10.861,1.4437,2.726
10.890,1.4347,2.916
10.914,1.4730,2.102
10.946,1.4363,2.881
10.974,1.4949,1.633
10.997,1.4582,2.419
11.028,1.4864,1.815
11.057,1.4878,1.786
11.080,1.4477,2.641
11.112,1.4924,1.686
11.153,1.4950,1.630
11.191,1.4954,1.622
11.213,1.4797,1.960
11.249,1.4835,1.877
11.292,1.4880,1.780
11.318,1.4848,1.850
11.378,1.4437,2.726
11.401,1.4735,2.091
11.437,1.4663,2.246
11.472,1.4825,1.898
11.500,1.4337,2.937
11.526,1.4543,2.501
11.557,1.4907,1.724
11.590,1.4948,1.635
11.646,1.4777,2.003
11.668,1.4439,2.720
11.733,1.4857,1.831
11.761,1.4345,2.918
11.783,1.4554,2.477
11.818,1.4502,2.588
11.857,1.4450,2.697
11.904,1.4423,2.755
11.926,1.4412,2.779
11.971,1.4937,1.659
11.995,1.4575,2.432
12.021,1.4319,2.973
12.049,1.4578,2.427
12.071,1.4904,1.729
12.094,1.4795,1.963
12.117,1.4934,1.665
12.140,1.4742,2.078
12.166,1.4754,2.051
12.188,1.4413,2.776
12.212,1.4818,1.915
12.237,1.4938,1.657
12.259,1.4560,2.464
12.305,1.4593,2.395
12.333,1.4919,1.697
12.366,1.4345,2.918
12.388,1.4727,2.110
12.427,1.4780,1.995
12.462,1.4362,2.884
12.510,1.4870,1.802
12.562,1.4499,2.594
12.600,1.4455,2.686
12.634,1.4952,1.627
12.657,1.4707,2.152
12.681,1.4375,2.855
12.703,1.4479,2.636
12.729,1.4858,1.829
12.750,1.4923,1.689
12.772,1.4899,1.740
12.799,1.4873,1.797
12.827,1.4657,2.259
12.859,1.4434,2.731
12.882,1.4368,2.871
12.904,1.4389,2.826
12.939,1.4355,2.897
12.971,1.4940,1.651
12.993,1.4854,1.837
13.025,1.4325,2.960
13.067,1.4337,2.937
13.091,1.4673,2.224
13.128,1.4714,2.136
13.163,1.4387,2.831
13.188,1.4427,2.747
13.217,1.4602,2.376
13.243,1.4332,2.947
13.265,1.4558,2.469
13.298,1.4499,2.594
13.323,1.4338,2.934
13.359,1.4774,2.008
13.393,1.4710,2.144
13.427,1.4794,1.965
13.451,1.4947,1.638
13.473,1.4858,1.829
13.499,1.4349,2.910
13.521,1.4538,2.511
13.543,1.4339,2.931
13.569,1.4664,2.243
13.608,1.4710,2.144
13.656,1.4685,2.198
13.700,1.4627,2.323
13.731,1.4852,1.842
13.764,1.4328,2.955
13.797,1.4872,1.799
13.819,1.4473,2.649
13.848,1.4950,1.630
13.893,1.4962,1.606
13.918,1.4670,2.230
13.945,1.4360,2.887
13.969,1.4494,2.604
13.992,1.4887,1.767
14.017,1.4910,1.716
14.041,1.4515,2.559
14.069,1.4944,1.643
14.092,1.4790,1.973
14.121,1.4422,2.757
14.158,1.4373,2.860
14.182,1.4449,2.699
14.206,1.4839,1.869
14.233,1.4929,1.676
14.265,1.4584,2.413
14.309,1.4649,2.275
14.344,1.4455,2.686
14.373,1.4967,1.595
14.399,1.4698,2.171
14.429,1.4817,1.917
