Time,Voltage,Force
5.490,1.4318,2.976
5.524,1.4418,2.765
5.560,1.4482,2.631
5.584,1.4960,1.608
5.628,1.4482,2.631
5.664,1.5042,1.433
5.706,1.5072,1.368
5.732,1.4333,2.944
5.769,1.4692,2.184
5.792,1.4305,3.002
5.815,1.4468,2.660
5.844,1.4954,1.622
5.867,1.5008,1.506
5.893,1.4498,2.596
5.916,1.4277,3.063
5.939,1.4718,2.128
5.972,1.4389,2.826
6.007,1.5107,1.292
6.058,1.4909,1.719
6.089,1.5069,1.373
6.121,1.4529,2.530
6.152,1.4505,2.580
6.196,1.4689,2.190
6.219,1.4278,3.060
6.264,1.5100,1.306
6.287,1.4742,2.078
6.310,1.4313,2.987
6.344,1.5078,1.355
6.376,1.4515,2.559
6.440,1.4239,3.141
6.487,1.5095,1.317
6.524,1.5113,1.279
6.550,1.4759,2.040
6.581,1.4880,1.780
6.606,1.5123,1.257
6.630,1.4592,2.397
6.667,1.4513,2.564
6.700,1.5082,1.346
6.732,1.4958,1.614
6.780,1.4180,3.264
6.804,1.4733,2.096
6.843,1.4713,2.139
6.866,1.4939,1.654
6.890,1.4290,3.034
6.924,1.4695,2.176
6.948,1.4720,2.123
6.972,1.4220,3.181
7.007,1.4725,2.112
7.030,1.4414,2.773
7.066,1.4307,3.000
7.111,1.3745,4.166
7.136,1.3192,5.292
7.171,1.3130,5.415
7.195,1.3537,4.594
7.223,1.3334,5.005
7.246,1.4283,3.050
7.279,1.3548,4.571
7.311,1.3472,4.726
7.337,1.3457,4.756
7.364,1.4088,3.457
7.397,1.3685,4.289
7.446,1.4709,2.147
7.477,1.3989,3.663
7.527,1.5050,1.414
7.556,1.4152,3.324
7.589,1.4775,2.006
7.612,1.4280,3.055
7.637,1.4267,3.084
7.673,1.4608,2.363
7.697,1.4192,3.241
7.724,1.5112,1.281
7.757,1.4568,2.448
7.786,1.5109,1.287
7.812,1.4968,1.592
7.835,1.4370,2.866
7.875,1.4224,3.173
7.918,1.4197,3.230
7.941,1.4304,3.005
7.977,1.4459,2.678
8.008,1.4530,2.527
8.033,1.4182,3.262
8.078,1.4177,3.272
8.112,1.4858,1.829
8.140,1.4805,1.941
8.175,1.4235,3.149
8.202,1.4360,2.887
8.226,1.4954,1.622
8.253,1.4175,3.275
8.290,1.5024,1.471
8.328,1.4978,1.571
8.352,1.4383,2.839
8.383,1.5129,1.243
8.411,1.4792,1.971
8.436,1.4269,3.078
8.467,1.5148,1.203
8.494,1.4634,2.307
8.519,1.4195,3.233
8.552,1.5065,1.382
8.580,1.4623,2.331
8.605,1.5094,1.319
8.642,1.5124,1.254
8.696,1.4205,3.212
8.720,1.4262,3.094
8.760,1.4310,2.992
8.784,1.4934,1.665
8.811,1.5019,1.482
8.858,1.4087,3.460
8.893,1.4850,1.845
8.923,1.4548,2.490
8.970,1.4633,2.310
8.997,1.3948,3.748
9.028,1.4632,2.312
9.058,1.3937,3.772
9.083,1.4607,2.366
9.113,1.3224,5.227
9.140,1.3749,4.159
9.163,1.4352,2.905
9.188,1.4197,3.230
9.223,1.4483,2.628
9.251,1.5069,1.373
9.285,1.5162,1.173
9.323,1.4473,2.649
9.353,1.4509,2.572
9.403,1.4663,2.246
9.427,1.5139,1.222
9.459,1.4218,3.186
9.485,1.4837,1.874
9.510,1.5145,1.208
9.543,1.4385,2.834
9.576,1.4642,2.291
9.603,1.4982,1.562
9.640,1.4264,3.089
9.674,1.4280,3.055
9.701,1.4743,2.075
9.735,1.4372,2.863
9.765,1.5080,1.349
9.802,1.4405,2.792
9.835,1.4617,2.344
9.865,1.4964,1.600
9.890,1.5009,1.503
9.934,1.4277,3.063
9.962,1.4712,2.142
10.018,1.4352,2.905
10.045,1.4850,1.845
10.080,1.4302,3.010
10.103,1.4479,2.636
10.128,1.4960,1.608
10.163,1.4994,1.536
10.187,1.4962,1.606
10.215,1.4435,2.728
10.247,1.5058,1.398
10.271,1.4800,1.952
10.299,1.4329,2.952
10.330,1.5045,1.425
10.365,1.5034,1.449
10.418,1.4229,3.162
10.461,1.4220,3.181
10.490,1.4854,1.837
10.528,1.4787,1.981
10.554,1.4334,2.942
10.580,1.4347,2.916
10.633,1.4290,3.034
10.657,1.4524,2.541
10.687,1.4993,1.538
10.725,1.5037,1.444
10.765,1.5077,1.357
10.792,1.4840,1.866
10.822,1.4818,1.915
10.851,1.5094,1.319
10.880,1.4430,2.739
10.907,1.4925,1.684
10.937,1.4268,3.081
10.969,1.4990,1.544
10.996,1.4474,2.646
11.021,1.4288,3.039
11.051,1.4850,1.845
11.097,1.4368,2.871
11.125,1.4864,1.815
11.160,1.4280,3.055
11.186,1.5045,1.425
11.210,1.4528,2.533
11.248,1.5003,1.517
11.287,1.5057,1.400
11.313,1.4867,1.810
11.348,1.4763,2.032
11.392,1.4702,2.163
11.425,1.4915,1.705
11.460,1.4270,3.076
11.485,1.4567,2.450
11.543,1.5064,1.384
11.597,1.4390,2.823
11.627,1.5105,1.295
11.651,1.4719,2.126
11.688,1.4909,1.719
11.715,1.4280,3.055
11.740,1.4548,2.490
11.774,1.4500,2.591
11.806,1.5062,1.390
11.831,1.4885,1.770
11.867,1.4774,2.008
11.894,1.4352,2.905
11.924,1.4380,2.844
11.952,1.4649,2.275
11.988,1.4965,1.598
12.013,1.5043,1.430
12.045,1.4609,2.360
12.089,1.4888,1.764
12.138,1.4312,2.989
12.185,1.4379,2.847
12.210,1.4678,2.214
12.241,1.4275,3.065
12.275,1.4260,3.097
12.306,1.4595,2.389
12.330,1.5032,1.455
12.360,1.4279,3.057
12.383,1.4755,2.048
12.419,1.4358,2.892
12.462,1.4879,1.783
12.486,1.5082,1.346
12.527,1.5034,1.449
12.568,1.4985,1.554
12.608,1.4919,1.697
12.637,1.4435,2.728
12.671,1.5059,1.395
12.703,1.4375,2.855
12.732,1.4684,2.200
12.784,1.4515,2.559
12.812,1.4557,2.472
12.849,1.4989,1.546
12.898,1.5035,1.446
12.930,1.5065,1.382
12.961,1.4372,2.863
12.986,1.4847,1.853
13.017,1.4329,2.952
13.041,1.4489,2.615
13.074,1.4567,2.450
13.111,1.4983,1.560
13.144,1.4290,3.034
13.170,1.4852,1.842
13.200,1.4403,2.797
13.223,1.4378,2.850
13.249,1.4859,1.826
13.272,1.5075,1.360
13.298,1.4500,2.591
13.329,1.4957,1.616
13.353,1.5005,1.511
13.384,1.4632,2.312
13.418,1.4459,2.678
13.449,1.5047,1.422
13.482,1.4348,2.913
13.506,1.4844,1.858
13.530,1.5082,1.346
13.554,1.4675,2.219
13.581,1.4325,2.960
13.606,1.4560,2.464
13.630,1.4988,1.549
13.678,1.4463,2.670
13.716,1.4423,2.755
13.742,1.4338,2.934
13.775,1.4735,2.091
13.806,1.4883,1.775
