Time,Voltage,Force
2.898,1.4864,1.815
2.931,1.4547,2.493
2.958,1.4594,2.392
3.014,1.4474,2.646
3.037,1.4640,2.294
3.067,1.4647,2.280
3.089,1.4377,2.852
3.112,1.4572,2.440
3.139,1.5118,1.268
3.163,1.4920,1.694
3.189,1.4475,2.644
3.225,1.5149,1.200
3.256,1.4540,2.506
3.306,1.5073,1.365
3.345,1.5022,1.476
3.395,1.4378,2.850
3.427,1.4882,1.778
3.451,1.4450,2.697
3.479,1.5160,1.176
3.510,1.4770,2.016
3.535,1.4427,2.747
3.560,1.5110,1.284
3.589,1.4629,2.318
3.611,1.4415,2.771
3.642,1.4945,1.641
3.670,1.4509,2.572
3.696,1.4485,2.623
3.720,1.4964,1.600
3.743,1.5174,1.146
3.769,1.4730,2.102
3.800,1.5065,1.382
3.825,1.5094,1.319
3.851,1.4599,2.381
3.880,1.5143,1.214
3.905,1.4947,1.638
3.929,1.4493,2.607
3.959,1.5162,1.173
3.982,1.4995,1.533
4.006,1.5162,1.173
4.033,1.4640,2.294
4.074,1.4739,2.083
4.101,1.5125,1.252
4.124,1.4993,1.538
4.154,1.4878,1.786
4.188,1.4499,2.594
4.211,1.4525,2.538
4.241,1.4994,1.536
4.277,1.5054,1.406
4.300,1.5095,1.317
4.328,1.4624,2.328
4.359,1.5137,1.227
4.384,1.4969,1.589
4.440,1.5167,1.162
4.468,1.4827,1.896
4.494,1.4440,2.718
4.519,1.5137,1.227
4.544,1.4679,2.211
4.572,1.4400,2.802
4.600,1.5020,1.479
4.623,1.5145,1.208
4.654,1.4442,2.715
4.679,1.4920,1.694
4.725,1.4793,1.968
4.758,1.5030,1.457
4.787,1.4433,2.734
4.815,1.4710,2.144
4.845,1.4590,2.400
4.889,1.4544,2.498
4.936,1.4924,1.686
4.970,1.4463,2.670
4.994,1.4592,2.397
5.020,1.5034,1.449
5.053,1.4413,2.776
5.077,1.4744,2.072
5.109,1.4578,2.427
5.140,1.5147,1.205
5.179,1.5160,1.176
5.204,1.4832,1.885
5.258,1.5134,1.233
5.290,1.4684,2.200
5.313,1.4408,2.786
5.337,1.4765,2.027
5.373,1.4833,1.882
5.414,1.4905,1.727
5.438,1.5157,1.184
5.468,1.4789,1.976
5.495,1.5023,1.473
5.519,1.5122,1.260
5.549,1.4654,2.264
5.572,1.4418,2.765
5.600,1.5000,1.522
5.635,1.4848,1.850
5.668,1.4497,2.599
5.691,1.4499,2.594
5.720,1.4979,1.568
5.760,1.5037,1.444
5.795,1.5088,1.333
5.818,1.5048,1.419
5.851,1.4572,2.440
5.880,1.5157,1.184
5.904,1.4904,1.729
5.928,1.4477,2.641
5.957,1.5168,1.159
5.981,1.4997,1.530
6.011,1.4408,2.786
6.040,1.5100,1.306
6.072,1.4760,2.038
6.100,1.5123,1.257
6.127,1.4925,1.684
6.158,1.4902,1.735
6.192,1.4480,2.633
6.258,1.5074,1.363
6.288,1.4635,2.304
6.312,1.4378,2.850
6.342,1.4998,1.527
6.371,1.4553,2.480
6.394,1.4460,2.676
6.425,1.4899,1.740
6.460,1.5028,1.463
6.487,1.4468,2.660
6.514,1.4685,2.198
6.544,1.4694,2.179
6.576,1.5175,1.143
6.609,1.4469,2.657
6.639,1.4917,1.702
6.669,1.4509,2.572
6.700,1.5217,1.053
6.729,1.4555,2.474
6.757,1.4944,1.643
6.799,1.4842,1.864
6.842,1.4449,2.699
6.878,1.3904,3.839
6.908,1.2603,6.461
6.961,0.9372,12.374
6.987,0.9983,11.321
7.016,0.9990,11.308
7.048,0.8076,14.504
7.072,0.8319,14.116
7.115,0.8918,13.136
7.154,0.9259,12.565
7.185,0.9270,12.546
7.210,0.9589,12.003
7.260,1.0282,10.796
7.286,0.9353,12.406
7.319,1.0845,9.783
7.358,1.1225,9.087
7.390,1.0650,10.137
7.414,1.1304,8.941
7.447,1.1260,9.022
7.472,1.2520,6.623
7.500,1.3692,4.277
7.527,1.3204,5.267
7.554,1.3948,3.748
7.587,1.4192,3.241
7.636,1.4662,2.248
7.659,1.5050,1.414
7.696,1.5240,1.002
7.726,1.4807,1.939
7.749,1.4402,2.800
7.773,1.4730,2.102
7.805,1.4667,2.238
7.847,1.4579,2.424
7.878,1.5278,0.920
7.903,1.4923,1.689
7.927,1.4495,2.602
7.958,1.5248,0.985
7.981,1.4788,1.979
8.010,1.4447,2.705
8.037,1.5157,1.184
8.062,1.4640,2.294
8.085,1.5094,1.319
8.108,1.4615,2.347
8.139,1.5277,0.923
8.173,1.4528,2.533
8.206,1.4794,1.965
8.233,1.5107,1.292
8.257,1.5183,1.127
8.283,1.4665,2.240
8.315,1.5213,1.062
8.355,1.5240,1.002
8.397,1.4534,2.519
8.421,1.4894,1.751
8.449,1.4483,2.628
8.474,1.4652,2.270
8.498,1.5145,1.208
8.523,1.5209,1.070
8.551,1.4824,1.901
8.575,1.5233,1.018
8.605,1.4970,1.587
8.636,1.4932,1.670
8.660,1.5209,1.070
8.686,1.4622,2.334
8.712,1.4153,3.322
8.739,1.4760,2.038
8.771,1.4154,3.319
8.814,1.3784,4.087
8.841,1.3702,4.256
8.872,1.2585,6.496
8.902,1.2440,6.779
8.932,1.2282,7.088
8.959,1.2145,7.351
8.985,1.0893,9.697
9.014,1.1140,9.244
9.040,1.0314,10.738
9.075,0.9772,11.689
9.124,1.0105,11.107
9.156,1.0517,10.377
9.180,1.0669,10.103
9.206,1.1305,8.938
9.234,1.2449,6.762
9.258,1.4564,2.456
9.289,1.4593,2.395
9.331,1.4898,1.743
9.385,1.4909,1.719
9.413,1.5093,1.322
9.440,1.5277,0.923
9.466,1.4790,1.973
9.491,1.4439,2.720
9.516,1.5180,1.132
9.540,1.5227,1.032
9.564,1.5098,1.311
9.588,1.4612,2.355
9.612,1.4532,2.525
9.645,1.4947,1.638
9.675,1.5070,1.371
9.699,1.5229,1.026
9.726,1.4772,2.014
9.753,1.5163,1.170
9.793,1.5198,1.094
9.816,1.4894,1.751
9.840,1.5252,0.977
9.866,1.4559,2.466
9.890,1.5045,1.425
9.915,1.5254,0.972
9.945,1.4842,1.864
9.975,1.5145,1.208
10.008,1.4498,2.596
10.037,1.5119,1.265
10.064,1.4655,2.262
10.099,1.5247,0.988
10.128,1.4584,2.413
10.157,1.5050,1.414
10.182,1.5242,0.999
10.208,1.4820,1.909
10.234,1.5159,1.178
10.258,1.5179,1.135
10.304,1.5104,1.298
10.353,1.5245,0.991
10.377,1.5024,1.471
10.403,1.4559,2.466
10.438,1.5247,0.988
10.479,1.5200,1.089
10.505,1.4729,2.104
10.530,1.4503,2.586
10.559,1.5087,1.336
10.582,1.4617,2.344
10.609,1.4563,2.458
10.633,1.5027,1.465
10.660,1.5255,0.969
10.686,1.4835,1.877
10.713,1.5148,1.203
10.738,1.5189,1.113
10.770,1.4855,1.834
10.817,1.5060,1.392
10.846,1.4594,2.392
10.872,1.4559,2.466
10.899,1.4904,1.729
10.925,1.4527,2.535
10.955,1.5257,0.966
10.979,1.4764,2.030
11.006,1.4508,2.575
11.032,1.4889,1.762
11.058,1.5289,0.895
11.085,1.5068,1.376
11.115,1.5045,1.425
11.139,1.5313,0.844
11.190,1.4515,2.559
11.215,1.5234,1.015
11.243,1.4727,2.110
11.288,1.4910,1.716
11.318,1.5292,0.890
11.345,1.4563,2.458
11.377,1.5062,1.390
11.401,1.5283,0.909
11.426,1.4669,2.232
11.454,1.5159,1.178
11.479,1.5202,1.086
11.504,1.4703,2.160
11.528,1.4487,2.620
11.558,1.5054,1.406
11.594,1.4982,1.562
11.617,1.5284,0.906
11.640,1.4899,1.740
11.670,1.5112,1.281
11.697,1.5242,0.999
11.725,1.4744,2.072
11.754,1.5193,1.105
11.788,1.4472,2.652
11.820,1.5034,1.449
11.855,1.5012,1.498
11.882,1.4522,2.546
11.915,1.5255,0.969
11.954,1.5215,1.056
11.986,1.4725,2.112
12.009,1.4448,2.702
12.039,1.5082,1.346
12.078,1.4995,1.533
12.117,1.4910,1.716
12.147,1.4510,2.570
12.181,1.5253,0.974
12.210,1.4755,2.048
12.238,1.5188,1.116
12.269,1.4472,2.652
12.304,1.4494,2.604
12.332,1.4968,1.592
12.385,1.4580,2.421
12.421,1.4799,1.955
12.447,1.4464,2.668
12.474,1.5170,1.154
12.502,1.4692,2.184
12.530,1.4494,2.604
12.585,1.4584,2.413
12.608,1.4583,2.416
12.633,1.5068,1.376
12.662,1.5265,0.947
12.697,1.5224,1.037
12.738,1.5162,1.173
12.766,1.4665,2.240
12.794,1.5250,0.980
12.834,1.5269,0.939
12.879,1.5274,0.928
12.913,1.4668,2.235
12.937,1.5155,1.186
12.967,1.4484,2.625
12.995,1.5142,1.216
13.020,1.4659,2.254
13.054,1.5264,0.950
13.088,1.4978,1.571
13.113,1.5032,1.455
13.140,1.5262,0.955
13.176,1.5243,0.996
13.206,1.4754,2.051
13.243,1.4689,2.190
13.273,1.5213,1.062
13.297,1.5047,1.422
13.327,1.4589,2.403
13.360,1.5270,0.936
13.390,1.4629,2.318
13.414,1.5134,1.233
13.447,1.4490,2.612
13.473,1.4785,1.984
13.518,1.5098,1.311
13.545,1.4630,2.315
13.570,1.4537,2.514
13.600,1.4938,1.657
13.627,1.4519,2.551
13.655,1.5239,1.004
13.686,1.4714,2.136
13.713,1.5170,1.154
13.738,1.5157,1.184
13.764,1.4683,2.203
13.789,1.4517,2.557
13.814,1.4980,1.565
13.841,1.4567,2.450
13.865,1.4594,2.392
13.890,1.5095,1.317
13.930,1.5139,1.222
13.956,1.5185,1.121
13.990,1.4838,1.872
14.013,1.5247,0.988
14.039,1.5072,1.368
14.066,1.4605,2.368
14.089,1.4570,2.443
14.116,1.4908,1.721
14.146,1.4509,2.572
14.177,1.5225,1.034
14.202,1.4744,2.072
14.230,1.5195,1.100
14.274,1.5237,1.010
14.305,1.4515,2.559
14.343,1.4955,1.619
14.392,1.5257,0.966
14.418,1.4797,1.960
14.444,1.4469,2.657
14.485,1.4473,2.649
14.511,1.4874,1.794
14.537,1.5245,0.991
14.570,1.4513,2.564
14.596,1.5017,1.487
14.624,1.4527,2.535
14.658,1.5244,0.993
14.693,1.5214,1.059
14.750,1.4472,2.652
14.781,1.5074,1.363
14.806,1.4603,2.373
14.834,1.5269,0.939
14.862,1.4914,1.708
14.894,1.5103,1.300
14.948,1.4757,2.046
14.976,1.5204,1.081
15.019,1.4653,2.267
15.046,1.4502,2.588
15.084,1.4964,1.600
