Time,Voltage,Force
6.109,1.5338,0.789
6.142,1.4588,2.405
6.172,1.5099,1.308
6.198,1.4555,2.474
6.221,1.4732,2.099
6.245,1.5218,1.051
6.278,1.4504,2.583
6.303,1.4887,1.767
6.334,1.5308,0.854
6.362,1.4537,2.514
6.391,1.5045,1.425
6.417,1.4587,2.408
6.455,1.5352,0.759
6.480,1.4887,1.767
6.532,1.5273,0.931
6.556,1.4732,2.099
6.579,1.4488,2.617
6.603,1.4965,1.598
6.628,1.5372,0.715
6.653,1.5077,1.357
6.687,1.5137,1.227
6.738,1.4879,1.783
6.769,1.5279,0.917
6.792,1.5317,0.835
6.823,1.4614,2.350
6.858,1.4404,2.794
6.888,1.4795,1.963
6.916,1.4218,3.186
6.942,1.3265,5.144
6.968,1.2917,5.842
7.003,1.1685,8.227
7.047,1.0512,10.386
7.076,0.9285,12.521
7.105,0.8820,13.298
7.138,0.9942,11.393
7.161,0.9358,12.398
7.196,1.0744,9.967
7.227,0.9582,12.016
7.257,1.0168,10.997
7.300,1.0567,10.287
7.325,1.0352,10.671
7.350,1.0788,9.888
7.382,1.0482,10.439
7.405,1.0113,11.093
7.431,1.1184,9.163
7.468,1.2258,7.133
7.492,1.3425,4.820
7.518,1.3304,5.065
7.552,1.4489,2.615
7.583,1.3945,3.753
7.617,1.5092,1.325
7.642,1.4409,2.784
7.676,1.4462,2.673
7.705,1.4319,2.973
7.747,1.4487,2.620
7.771,1.5212,1.064
7.803,1.4324,2.963
7.830,1.4719,2.126
7.854,1.5394,0.666
7.886,1.4333,2.944
7.916,1.5177,1.140
7.940,1.4518,2.554
7.971,1.5454,0.534
8.021,1.4369,2.868
8.046,1.4619,2.339
8.073,1.5314,0.841
8.124,1.4850,1.845
8.148,1.5469,0.501
8.173,1.5200,1.089
8.202,1.4457,2.683
8.234,1.5503,0.427
8.257,1.4958,1.614
8.289,1.5220,1.045
8.312,1.5467,0.507
8.336,1.4797,1.960
8.371,1.4369,2.868
8.396,1.5339,0.786
8.422,1.4619,2.339
8.451,1.5505,0.422
8.484,1.4469,2.657
8.511,1.5165,1.165
8.564,1.4663,2.246
8.589,1.5234,1.015
8.618,1.4334,2.942
8.654,1.5303,0.865
8.692,1.5140,1.219
8.716,1.4387,2.831
8.745,1.4122,3.387
8.781,1.4250,3.118
8.830,1.4615,2.347
8.879,1.3138,5.400
8.912,1.3694,4.271
8.937,1.2929,5.817
8.965,1.2820,6.033
8.994,1.3262,5.151
9.021,1.1820,7.972
9.050,1.1864,7.889
9.088,1.0459,10.480
9.112,1.1019,9.466
9.143,1.0369,10.640
9.170,1.1270,9.003
9.195,1.2114,7.411
9.253,1.3374,4.924
9.277,1.3615,4.433
9.305,1.4249,3.120
9.343,1.4568,2.448
9.368,1.5320,0.827
9.394,1.5380,0.696
9.426,1.4868,1.807
9.451,1.5435,0.575
9.479,1.5168,1.159
9.510,1.5004,1.514
9.538,1.4440,2.718
9.564,1.4614,2.350
9.600,1.4874,1.794
9.633,1.5229,1.026
9.664,1.4479,2.636
9.690,1.4887,1.767
9.745,1.4535,2.517
9.770,1.5042,1.433
9.803,1.4508,2.575
9.828,1.4597,2.387
9.856,1.4864,1.815
9.886,1.5213,1.062
9.935,1.4747,2.067
9.973,1.5355,0.751
10.018,1.4658,2.256
10.047,1.4607,2.366
10.079,1.4983,1.560
10.104,1.4578,2.427
10.128,1.4728,2.107
10.155,1.4835,1.877
10.184,1.4518,2.554
10.209,1.4909,1.719
10.236,1.5349,0.764
10.268,1.4553,2.480
10.292,1.5060,1.392
10.323,1.4605,2.368
10.352,1.5399,0.655
10.375,1.4917,1.702
10.407,1.5243,0.996
10.444,1.4509,2.572
10.478,1.5253,0.974
10.506,1.4980,1.565
10.543,1.4660,2.251
10.584,1.4617,2.344
10.628,1.5190,1.110
10.666,1.5257,0.966
10.697,1.5328,0.811
10.725,1.4888,1.764
10.755,1.5344,0.775
10.784,1.4535,2.517
10.840,1.4623,2.331
10.871,1.5390,0.674
10.910,1.5378,0.701
10.935,1.4864,1.815
10.977,1.4775,2.006
11.005,1.4519,2.551
11.029,1.4910,1.716
11.059,1.4662,2.248
11.083,1.4578,2.427
11.107,1.5113,1.279
11.134,1.5388,0.680
11.181,1.4533,2.522
11.205,1.4793,1.968
11.259,1.5267,0.944
11.289,1.4949,1.633
11.322,1.4683,2.203
11.360,1.4639,2.296
11.388,1.4647,2.280
11.414,1.4955,1.619
11.441,1.4553,2.480
11.464,1.4779,1.998
11.496,1.4804,1.944
11.526,1.4525,2.538
11.551,1.4944,1.643
11.581,1.4680,2.208
11.605,1.4574,2.435
11.629,1.5094,1.319
11.659,1.4577,2.429
11.689,1.4698,2.171
11.723,1.4890,1.759
11.775,1.5295,0.882
11.824,1.4528,2.533
11.867,1.4562,2.461
11.891,1.5087,1.336
11.948,1.4620,2.336
11.972,1.5139,1.222
12.003,1.4448,2.702
12.039,1.5224,1.037
12.074,1.5202,1.086
12.112,1.5003,1.517
12.141,1.4658,2.256
12.169,1.4605,2.368
12.201,1.4982,1.562
12.234,1.5214,1.059
12.269,1.5255,0.969
12.314,1.5308,0.854
12.338,1.5229,1.026
12.373,1.5145,1.208
12.401,1.4662,2.248
12.429,1.4592,2.397
12.455,1.4984,1.557
12.493,1.5197,1.097
12.535,1.5257,0.966
12.564,1.4519,2.551
12.617,1.4718,2.128
12.641,1.4542,2.504
12.676,1.5074,1.363
12.703,1.4608,2.363
12.728,1.4645,2.283
12.758,1.4920,1.694
12.789,1.5257,0.966
12.831,1.5293,0.887
12.882,1.4712,2.142
12.928,1.5050,1.414
12.974,1.5122,1.260
13.016,1.4918,1.700
13.062,1.4854,1.837
13.088,1.4509,2.572
13.112,1.4875,1.791
13.149,1.4968,1.592
