Time,Voltage,Force
4.779,1.5103,1.300
4.803,1.5409,0.633
4.837,1.4700,2.166
4.880,1.4769,2.019
4.910,1.4910,1.716
4.936,1.4585,2.411
4.985,1.5362,0.737
5.013,1.4618,2.342
5.048,1.5163,1.170
5.075,1.4675,2.219
5.100,1.4702,2.163
5.129,1.5204,1.081
5.153,1.4593,2.395
5.181,1.4838,1.872
5.204,1.5307,0.857
5.234,1.4572,2.440
5.264,1.4999,1.525
5.296,1.4728,2.107
5.329,1.4688,2.192
5.355,1.4673,2.224
5.380,1.5188,1.116
5.409,1.5385,0.685
5.434,1.4932,1.670
5.459,1.4579,2.424
5.486,1.5287,0.901
5.512,1.4808,1.936
5.537,1.4587,2.408
5.581,1.4617,2.344
5.604,1.5105,1.295
5.633,1.4643,2.288
5.680,1.5228,1.029
5.703,1.5394,0.666
5.729,1.4867,1.810
5.760,1.5332,0.803
5.784,1.4963,1.603
5.809,1.5374,0.710
5.833,1.4602,2.376
5.879,1.4635,2.304
5.908,1.5022,1.476
5.931,1.4628,2.320
5.986,1.5272,0.934
6.010,1.5343,0.778
6.036,1.4814,1.923
6.084,1.5007,1.509
6.118,1.5088,1.333
6.153,1.4669,2.232
6.178,1.4677,2.216
6.207,1.5212,1.064
6.241,1.5275,0.925
6.285,1.5319,0.830
6.314,1.4558,2.469
6.376,1.4729,2.104
6.402,1.5414,0.622
6.426,1.5065,1.382
6.477,1.4734,2.094
6.508,1.4909,1.719
6.538,1.4524,2.541
6.578,1.4539,2.509
6.614,1.4497,2.599
6.645,1.5034,1.449
6.696,1.4585,2.411
6.723,1.5178,1.138
6.753,1.5432,0.584
6.780,1.4763,2.032
6.803,1.5319,0.830
6.832,1.5328,0.811
6.865,1.4787,1.981
6.899,1.4710,2.144
6.923,1.4942,1.649
6.946,1.3952,3.741
6.972,1.2585,6.496
7.002,1.1823,7.967
7.028,1.1620,8.350
7.054,1.0197,10.946
7.091,1.0594,10.238
7.114,0.9779,11.676
7.145,1.1019,9.466
7.167,1.0989,9.521
7.196,1.0557,10.305
7.242,1.0939,9.613
7.299,1.0859,9.758
7.324,1.1314,8.922
7.349,1.1518,8.542
7.377,1.1325,8.901
7.407,1.2075,7.485
7.431,1.1482,8.610
7.461,1.2055,7.523
7.491,1.2833,6.008
7.514,1.3940,3.764
7.546,1.4730,2.102
7.579,1.4317,2.979
7.630,1.5309,0.852
7.665,1.4388,2.829
7.693,1.5269,0.939
7.728,1.5179,1.135
7.766,1.4628,2.320
7.796,1.4582,2.419
7.819,1.4688,2.192
7.845,1.5297,0.879
7.879,1.4509,2.572
7.908,1.5403,0.647
7.963,1.4512,2.567
8.008,1.5468,0.504
8.032,1.5088,1.333
8.083,1.4649,2.275
8.109,1.4933,1.668
8.133,1.4492,2.609
8.167,1.5400,0.652
8.193,1.4783,1.990
8.219,1.4477,2.641
8.247,1.5237,1.010
8.276,1.4644,2.286
8.301,1.4554,2.477
8.333,1.5049,1.417
8.357,1.4557,2.472
8.380,1.4738,2.086
8.404,1.5344,0.775
8.431,1.5423,0.603
8.455,1.4797,1.960
8.486,1.5437,0.573
8.515,1.4508,2.575
8.539,1.4654,2.264
8.569,1.5503,0.427
8.593,1.5088,1.333
8.617,1.4514,2.562
8.640,1.4704,2.158
8.672,1.4802,1.949
8.721,1.4778,2.000
8.753,1.4683,2.203
8.776,1.4328,2.955
8.807,1.4943,1.646
8.868,1.4415,2.771
8.905,1.4069,3.496
8.931,1.3418,4.835
8.960,1.3007,5.663
8.991,1.3800,4.053
9.019,1.1872,7.874
9.076,1.0400,10.585
9.103,1.0553,10.312
9.135,0.9970,11.343
9.166,1.0725,10.001
9.193,1.2703,6.265
9.223,1.4572,2.440
9.289,1.5262,0.955
9.313,1.4687,2.195
9.344,1.5454,0.534
9.376,1.5097,1.314
9.411,1.5059,1.395
9.460,1.4764,2.030
9.483,1.5300,0.871
9.515,1.4550,2.485
9.545,1.4957,1.616
9.580,1.5023,1.473
9.632,1.5127,1.249
9.707,1.5218,1.051
9.730,1.5408,0.636
9.757,1.4894,1.751
9.789,1.5312,0.846
9.819,1.4543,2.501
9.844,1.5014,1.492
9.875,1.4714,2.136
9.901,1.4653,2.267
9.925,1.5175,1.143
9.955,1.4622,2.334
9.980,1.4779,1.998
10.006,1.5287,0.901
10.032,1.5370,0.718
10.057,1.4860,1.823
10.087,1.5373,0.712
10.121,1.4615,2.347
10.144,1.5090,1.327
10.180,1.4682,2.206
10.208,1.5427,0.595
10.232,1.4992,1.541
10.259,1.4610,2.358
10.291,1.5368,0.723
10.321,1.4908,1.721
10.348,1.5354,0.753
10.373,1.5252,0.977
10.407,1.5067,1.379
10.435,1.4708,2.150
10.462,1.4667,2.238
10.498,1.4727,2.110
10.529,1.5258,0.964
10.554,1.5373,0.712
10.586,1.4894,1.751
10.613,1.4820,1.909
10.637,1.4588,2.405
10.669,1.5183,1.127
10.699,1.4714,2.136
10.723,1.4660,2.251
10.753,1.5039,1.438
10.787,1.5252,0.977
10.811,1.5402,0.649
10.847,1.4878,1.786
10.874,1.4825,1.898
10.904,1.4588,2.405
10.958,1.4700,2.166
10.987,1.5414,0.622
11.015,1.5025,1.468
11.045,1.5223,1.040
11.069,1.5377,0.704
11.105,1.4844,1.858
11.131,1.5319,0.830
11.155,1.5274,0.928
11.190,1.4982,1.562
11.219,1.4723,2.118
11.250,1.5425,0.597
11.313,1.4987,1.552
11.346,1.5288,0.898
11.399,1.4863,1.818
11.430,1.5368,0.723
11.484,1.5094,1.319
11.524,1.5152,1.195
11.575,1.5010,1.500
11.605,1.5265,0.947
11.662,1.4878,1.786
11.695,1.4805,1.941
11.719,1.4587,2.408
11.744,1.5073,1.365
11.770,1.5415,0.619
11.800,1.4662,2.248
11.832,1.5027,1.465
11.863,1.4614,2.350
11.889,1.5377,0.704
11.916,1.4879,1.783
11.942,1.4572,2.440
11.971,1.5263,0.953
12.000,1.4763,2.032
12.037,1.4617,2.344
12.086,1.5185,1.121
12.111,1.5417,0.617
12.145,1.4794,1.965
12.178,1.4897,1.745
12.205,1.5337,0.792
12.229,1.5282,0.912
12.276,1.5213,1.062
12.314,1.5122,1.260
12.363,1.4708,2.150
12.401,1.4787,1.981
12.437,1.4909,1.719
12.465,1.5340,0.783
12.495,1.5303,0.865
12.522,1.5024,1.471
12.570,1.5137,1.227
12.599,1.4670,2.230
12.629,1.5414,0.622
12.659,1.4985,1.554
12.694,1.4879,1.783
12.719,1.4577,2.429
12.753,1.5300,0.871
12.784,1.4998,1.527
12.817,1.4742,2.078
12.847,1.5393,0.669
12.890,1.5417,0.617
12.915,1.5009,1.503
12.944,1.5277,0.923
12.969,1.5388,0.680
12.995,1.4874,1.794
13.019,1.4579,2.424
13.042,1.4968,1.592
13.069,1.5380,0.696
13.108,1.5410,0.630
13.136,1.5085,1.338
13.160,1.4593,2.395
13.187,1.5380,0.696
13.215,1.4902,1.735
13.243,1.4574,2.435
13.272,1.5310,0.849
13.300,1.4800,1.952
13.326,1.5387,0.682
13.354,1.5190,1.110
13.389,1.5117,1.271
13.418,1.4637,2.302
13.442,1.4728,2.107
13.493,1.5365,0.729
13.523,1.4873,1.797
13.555,1.5324,0.819
13.615,1.5187,1.119
13.680,1.4624,2.328
13.716,1.4592,2.397
13.772,1.5255,0.969
