Time,Voltage,Force
6.923,1.4030,3.577
6.949,1.3728,4.202
6.981,1.2728,6.215
7.025,1.1495,8.584
7.067,0.9427,12.281
7.108,0.7330,15.669
7.133,0.5630,18.154
7.164,0.6576,16.800
7.189,0.6578,16.798
7.211,0.7015,16.148
7.244,0.7013,16.151
7.278,0.7629,15.209
7.337,0.7218,15.841
7.370,0.8091,14.481
7.392,0.7891,14.797
7.427,0.8724,13.457
7.457,0.8323,14.110
7.481,0.9418,12.296
7.508,1.1050,9.409
7.537,1.1552,8.479
7.561,1.2208,7.230
7.590,1.2733,6.206
7.613,1.2480,6.701
7.637,1.2830,6.013
7.672,1.3555,4.555
7.704,1.4270,3.076
7.759,1.4268,3.081
7.782,1.4622,2.334
7.808,1.4569,2.445
7.838,1.4190,3.243
7.869,1.4993,1.538
7.892,1.4553,2.480
7.925,1.4924,1.686
7.950,1.4845,1.856
7.975,1.4273,3.071
8.001,1.4852,1.842
8.049,1.4159,3.309
8.086,1.4838,1.872
8.110,1.4475,2.644
8.150,1.4563,2.458
8.198,1.4610,2.358
8.224,1.5045,1.425
8.266,1.5067,1.379
8.294,1.4352,2.905
8.320,1.4843,1.861
8.350,1.4313,2.987
8.377,1.4488,2.617
8.402,1.4957,1.616
8.431,1.4294,3.026
8.461,1.4622,2.334
8.489,1.4433,2.734
8.517,1.4294,3.026
8.545,1.4778,2.000
8.572,1.4329,2.952
8.600,1.4377,2.852
8.627,1.4588,2.405
8.654,1.4254,3.110
8.707,1.4902,1.735
8.730,1.4793,1.968
8.757,1.4344,2.921
8.787,1.4494,2.604
8.811,1.4037,3.564
8.842,1.4220,3.181
8.882,1.3734,4.189
8.908,1.3645,4.371
8.932,1.2568,6.530
8.958,1.1758,8.090
9.018,1.0680,10.082
9.071,0.9169,12.717
9.094,0.9172,12.712
9.123,0.9587,12.008
9.156,0.7930,14.736
9.184,0.8334,14.092
9.209,0.8915,13.140
9.242,0.9477,12.196
9.269,0.9578,12.023
9.293,1.0823,9.824
9.327,1.2825,6.023
9.354,1.3592,4.481
9.377,1.4103,3.426
9.405,1.4817,1.917
9.434,1.4050,3.535
9.465,1.4715,2.134
9.498,1.4507,2.578
9.532,1.4203,3.217
9.560,1.4218,3.186
9.584,1.4683,2.203
9.618,1.4710,2.144
9.654,1.4157,3.314
9.683,1.4790,1.973
9.711,1.4340,2.929
9.742,1.4933,1.668
9.766,1.4817,1.917
9.797,1.4412,2.779
9.831,1.4402,2.800
9.855,1.4522,2.546
9.886,1.4647,2.280
9.917,1.4372,2.863
9.952,1.4362,2.884
9.977,1.4718,2.128
10.002,1.5018,1.484
10.031,1.4772,2.014
10.061,1.4814,1.923
10.106,1.4657,2.259
10.139,1.4923,1.689
10.169,1.4995,1.533
10.194,1.4537,2.514
10.225,1.4974,1.579
10.255,1.4365,2.876
10.279,1.4800,1.952
10.313,1.4402,2.800
10.343,1.5032,1.455
10.380,1.4515,2.559
10.411,1.4577,2.429
10.467,1.4908,1.721
10.507,1.4863,1.818
10.535,1.4424,2.752
10.571,1.4375,2.855
10.609,1.4310,2.992
10.636,1.4558,2.469
10.661,1.4958,1.614
10.692,1.4338,2.934
10.723,1.4717,2.131
10.746,1.5030,1.457
10.773,1.4417,2.768
10.797,1.4834,1.880
10.828,1.5043,1.430
10.854,1.4504,2.583
10.880,1.4929,1.676
10.913,1.4339,2.931
10.940,1.4653,2.267
10.964,1.5004,1.514
10.999,1.5042,1.433
11.035,1.4403,2.797
11.063,1.4843,1.861
11.100,1.4908,1.721
11.163,1.4965,1.598
11.188,1.4528,2.533
11.231,1.4479,2.636
11.268,1.4434,2.731
11.328,1.4700,2.166
11.361,1.4912,1.713
11.385,1.5013,1.495
11.451,1.4518,2.554
11.502,1.4748,2.064
11.539,1.4807,1.939
11.564,1.5043,1.430
11.590,1.4690,2.187
11.626,1.4630,2.315
