Time,Voltage,Force
3.669,1.5262,0.955
3.697,1.4527,2.535
3.727,1.5052,1.411
3.751,1.5292,0.890
3.786,1.5262,0.955
3.812,1.5154,1.189
3.836,1.4455,2.686
3.866,1.5145,1.208
3.892,1.5238,1.007
3.918,1.4522,2.546
3.942,1.5019,1.482
3.965,1.5337,0.792
3.989,1.4955,1.619
4.020,1.4538,2.511
4.059,1.4512,2.567
4.085,1.4798,1.957
4.140,1.4533,2.522
4.163,1.4973,1.581
4.189,1.5335,0.794
4.231,1.5334,0.797
4.269,1.5329,0.808
4.301,1.4750,2.059
4.325,1.5220,1.045
4.350,1.5244,0.993
4.394,1.4523,2.543
4.428,1.5080,1.349
4.474,1.4984,1.557
4.498,1.4527,2.535
4.526,1.5263,0.953
4.560,1.4728,2.107
4.589,1.5200,1.089
4.630,1.4659,2.254
4.660,1.4473,2.649
4.685,1.4977,1.573
4.709,1.5277,0.923
4.743,1.5279,0.917
4.766,1.5113,1.279
4.792,1.5268,0.942
4.817,1.4789,1.976
4.857,1.4698,2.171
4.891,1.4640,2.294
4.914,1.5073,1.365
4.945,1.5010,1.500
4.977,1.4564,2.456
5.008,1.5332,0.803
5.038,1.4733,2.096
5.088,1.5234,1.015
5.112,1.4719,2.126
5.156,1.4664,2.243
5.192,1.4619,2.339
5.216,1.4617,2.344
5.245,1.5133,1.235
5.279,1.4530,2.527
5.317,1.4520,2.549
5.340,1.4864,1.815
5.374,1.4695,2.176
5.400,1.4538,2.511
5.425,1.5017,1.487
5.452,1.4579,2.424
5.475,1.4969,1.589
5.504,1.5154,1.189
5.528,1.5297,0.879
5.555,1.4808,1.936
5.585,1.5247,0.988
5.632,1.4663,2.246
5.676,1.4582,2.419
5.711,1.4548,2.490
5.734,1.4882,1.778
5.772,1.4798,1.957
5.795,1.4473,2.649
5.821,1.4785,1.984
5.844,1.5234,1.015
5.875,1.4474,2.646
5.916,1.4510,2.570
5.939,1.5030,1.457
5.976,1.4515,2.559
6.004,1.5282,0.912
6.031,1.4789,1.976
6.056,1.4467,2.662
6.085,1.5177,1.140
6.109,1.5262,0.955
6.137,1.4514,2.562
6.165,1.5018,1.484
6.189,1.5287,0.901
6.218,1.4570,2.443
6.245,1.5094,1.319
6.268,1.5227,1.032
6.296,1.4734,2.094
6.327,1.5180,1.132
6.350,1.5120,1.262
6.382,1.4933,1.668
6.409,1.5318,0.833
6.433,1.4998,1.527
6.471,1.4895,1.748
6.507,1.5168,1.159
6.532,1.5279,0.917
6.563,1.4813,1.925
6.588,1.5287,0.901
6.611,1.5164,1.167
6.640,1.4977,1.573
6.668,1.5345,0.773
6.691,1.4974,1.579
6.720,1.5045,1.425
6.747,1.5163,1.170
6.770,1.4472,2.652
6.796,1.3720,4.218
6.831,1.4338,2.934
6.879,1.2667,6.336
6.904,1.2907,5.862
6.928,1.2864,5.946
6.959,1.0735,9.983
6.981,1.0455,10.486
7.005,1.0410,10.567
7.031,0.9667,11.870
7.061,0.8842,13.263
7.114,0.6823,16.436
7.144,0.7473,15.451
7.168,0.7584,15.278
7.198,0.7089,16.036
7.229,0.8101,14.465
7.253,0.7806,14.931
7.304,0.8647,13.584
7.332,0.8383,14.013
7.360,0.8460,13.888
7.394,0.8502,13.820
7.421,0.8655,13.569
7.446,0.9874,11.511
7.480,0.9370,12.377
7.513,0.9537,12.093
7.536,1.0315,10.736
7.566,1.2922,5.832
7.593,1.2810,6.052
7.617,1.2638,6.393
7.644,1.3869,3.911
7.676,1.3734,4.189
7.701,1.4093,3.447
7.753,1.4129,3.371
7.787,1.5073,1.365
7.831,1.5239,1.004
7.862,1.5003,1.517
7.891,1.4595,2.389
7.917,1.4597,2.387
7.945,1.5168,1.159
7.971,1.4467,2.662
7.997,1.4750,2.059
8.020,1.5260,0.958
8.063,1.5302,0.868
8.094,1.4398,2.808
8.120,1.4975,1.576
8.148,1.5392,0.671
8.177,1.4625,2.326
8.201,1.5200,1.089
8.228,1.5400,0.652
8.261,1.4804,1.944
8.290,1.4757,2.046
8.326,1.5373,0.712
8.350,1.5155,1.186
8.378,1.5069,1.373
8.401,1.5418,0.614
8.444,1.5399,0.655
8.489,1.5369,0.721
8.528,1.5302,0.868
8.556,1.4863,1.818
8.595,1.4482,2.631
8.619,1.4308,2.997
8.648,1.4577,2.429
8.676,1.3958,3.728
8.730,1.3944,3.756
8.762,1.3809,4.035
8.798,1.2544,6.577
8.837,1.2394,6.869
8.864,1.2263,7.124
8.888,1.1377,8.806
8.935,1.0882,9.718
8.959,1.0300,10.762
8.988,1.0113,11.093
9.024,0.9054,12.909
9.055,0.7301,15.713
9.099,0.7671,15.142
9.134,0.7043,16.106
9.161,0.7333,15.666
9.189,0.8063,14.526
9.213,0.7968,14.677
9.242,0.8879,13.201
9.273,1.0852,9.772
9.306,1.3509,4.650
9.354,1.4177,3.272
9.400,1.4548,2.490
9.426,1.4965,1.598
9.480,1.4744,2.072
9.507,1.4812,1.928
9.535,1.4534,2.519
9.565,1.5199,1.091
9.594,1.4693,2.182
9.630,1.4663,2.246
9.684,1.5153,1.192
9.709,1.5332,0.803
9.751,1.4552,2.482
9.783,1.4929,1.676
9.834,1.4592,2.397
9.868,1.5113,1.279
9.902,1.5160,1.176
9.930,1.4588,2.405
9.963,1.5340,0.783
9.987,1.4853,1.839
10.016,1.4518,2.554
10.044,1.5214,1.059
10.068,1.4715,2.134
10.097,1.4548,2.490
10.125,1.5098,1.311
10.150,1.4622,2.334
10.181,1.5363,0.734
10.205,1.4913,1.711
10.234,1.4574,2.435
10.277,1.4569,2.445
10.301,1.5000,1.522
10.331,1.4718,2.128
10.370,1.4669,2.232
10.397,1.4687,2.195
10.422,1.5194,1.102
10.466,1.4879,1.783
10.508,1.4823,1.904
10.553,1.4769,2.019
10.581,1.5384,0.688
10.619,1.5393,0.669
10.653,1.4700,2.166
10.683,1.5227,1.032
10.711,1.4575,2.432
10.745,1.5325,0.816
10.776,1.4958,1.614
10.804,1.5335,0.794
10.833,1.4528,2.533
10.872,1.5012,1.498
10.912,1.4660,2.251
10.937,1.5175,1.143
10.972,1.4545,2.496
11.001,1.4888,1.764
11.026,1.4758,2.043
11.054,1.4502,2.588
11.083,1.5087,1.336
11.109,1.4610,2.358
11.136,1.4654,2.264
11.168,1.4980,1.565
11.196,1.4582,2.419
11.228,1.5330,0.805
11.269,1.5270,0.936
11.303,1.5200,1.089
11.328,1.4705,2.155
11.382,1.5145,1.208
11.413,1.4614,2.350
11.447,1.5354,0.753
11.471,1.4885,1.770
11.495,1.4585,2.411
11.519,1.4969,1.589
11.547,1.4768,2.022
11.576,1.4623,2.331
11.600,1.5114,1.276
11.671,1.4597,2.387
11.707,1.5367,0.726
11.737,1.4894,1.751
11.765,1.4787,1.981
11.800,1.4587,2.408
11.836,1.4622,2.334
11.871,1.4678,2.214
11.934,1.4589,2.403
11.962,1.5344,0.775
12.022,1.5323,0.822
12.062,1.4548,2.490
12.114,1.4619,2.339
12.140,1.5358,0.745
12.190,1.4568,2.448
12.222,1.5330,0.805
12.250,1.4807,1.939
12.279,1.5357,0.748
12.308,1.5172,1.151
12.334,1.4688,2.192
12.368,1.4630,2.315
12.397,1.4718,2.128
12.430,1.4919,1.697
12.467,1.4839,1.869
12.509,1.4767,2.024
12.551,1.4728,2.107
12.587,1.4667,2.238
12.616,1.4660,2.251
12.681,1.5238,1.007
12.707,1.5345,0.773
12.735,1.4909,1.719
12.775,1.4995,1.533
12.805,1.5384,0.688
12.834,1.4625,2.326
12.878,1.5390,0.674
12.904,1.4955,1.619
12.938,1.5258,0.964
12.966,1.5334,0.797
12.991,1.4804,1.944
13.023,1.5285,0.904
13.052,1.4504,2.583
13.110,1.4529,2.530
13.138,1.4602,2.376
13.171,1.4737,2.088
13.195,1.4577,2.429
13.222,1.5303,0.865
13.247,1.4798,1.957
13.277,1.5323,0.822
13.300,1.5005,1.511
13.326,1.4605,2.368
13.357,1.5293,0.887
13.389,1.4908,1.721
13.431,1.4753,2.054
13.457,1.5219,1.048
13.494,1.4488,2.617
13.520,1.5144,1.211
13.545,1.4633,2.310
13.576,1.4513,2.564
13.599,1.5045,1.425
