Time,Voltage,Force
7.855,1.5223,1.040
7.882,1.4564,2.456
7.915,1.4767,2.024
7.944,1.4403,2.797
7.969,1.4759,2.040
7.995,1.4653,2.267
8.025,1.4443,2.713
8.069,1.5235,1.013
8.095,1.4925,1.684
8.121,1.4518,2.554
8.146,1.4625,2.326
8.173,1.5133,1.235
8.200,1.4463,2.670
8.227,1.4767,2.024
8.252,1.5193,1.105
8.277,1.5072,1.368
8.308,1.4927,1.681
8.333,1.5244,0.993
8.357,1.4888,1.764
8.388,1.5045,1.425
8.415,1.5219,1.048
8.450,1.4713,2.139
8.481,1.4670,2.230
8.506,1.4419,2.763
8.532,1.5028,1.463
8.559,1.4552,2.482
8.588,1.5244,0.993
8.614,1.4852,1.842
8.650,1.5089,1.330
8.676,1.5213,1.062
8.709,1.4728,2.107
8.743,1.4842,1.864
8.769,1.5252,0.977
8.802,1.4504,2.583
8.834,1.4868,1.807
8.861,1.4328,2.955
8.888,1.4465,2.665
8.911,1.4880,1.780
8.936,1.4885,1.770
8.959,1.4382,2.842
8.984,1.3829,3.994
9.014,1.4099,3.434
9.044,1.3077,5.523
9.075,1.2869,5.936
9.111,1.2305,7.042
9.144,1.2129,7.382
9.173,1.2657,6.356
9.201,1.2587,6.493
9.229,1.3882,3.885
9.255,1.4455,2.686
9.279,1.4459,2.678
9.306,1.4937,1.659
9.343,1.5004,1.514
9.367,1.4584,2.413
9.426,1.5138,1.224
9.464,1.4429,2.742
9.503,1.4409,2.784
9.527,1.4903,1.732
9.554,1.5215,1.056
9.587,1.4534,2.519
9.611,1.5062,1.390
9.666,1.4704,2.158
9.691,1.5155,1.186
9.717,1.5115,1.273
9.745,1.4882,1.778
9.771,1.5245,0.991
9.800,1.4542,2.504
9.827,1.5009,1.503
9.858,1.4535,2.517
9.882,1.4710,2.144
9.911,1.5137,1.227
9.936,1.5163,1.170
9.960,1.4692,2.184
9.989,1.5204,1.081
10.014,1.4995,1.533
10.039,1.4554,2.477
10.067,1.5212,1.064
10.091,1.4827,1.896
10.115,1.5188,1.116
10.145,1.4665,2.240
10.169,1.5125,1.252
10.199,1.4457,2.683
10.229,1.4835,1.877
10.263,1.4918,1.700
10.293,1.5244,0.993
10.332,1.5233,1.018
10.361,1.4644,2.286
10.387,1.5109,1.287
10.413,1.5160,1.176
10.442,1.4807,1.939
10.465,1.5189,1.113
10.489,1.4890,1.759
10.513,1.5233,1.018
10.536,1.4955,1.619
10.562,1.4525,2.538
10.611,1.5059,1.395
10.647,1.5072,1.368
10.671,1.5085,1.338
10.696,1.4588,2.405
10.726,1.5189,1.113
10.753,1.4987,1.552
10.777,1.4542,2.504
10.817,1.4488,2.617
10.855,1.5214,1.059
10.880,1.4700,2.166
10.916,1.4688,2.192
10.939,1.4459,2.678
